"doc_id","doc_type","title","citation","court","bench","year","primary_article","secondary_articles","legal_topics","url","content"
"case_023","landmark_case","Joseph Shine v. Union of India","(2018) 2 SCC 189","Supreme Court of India","5-Judge Constitution Bench (Misra CJ, Khanwilkar, Nariman, Chandrachud, Malhotra)","2018","Article 14","Article 15, Article 21, Section 497 IPC","Decriminalization of adultery, gender equality, stereotyping of women as property, manifest arbitrariness, marital privacy","https://indiankanoon.org/doc/1712542/","LANDMARK PRINCIPLE: Decriminalized adultery by striking down Section 497 IPC as a sexist, patriarchal relic violating Articles 14, 15, and 21.

FACTS: Petitioner Joseph Shine challenged the constitutional validity of Section 497 of the Indian Penal Code, which penalized a man for having sexual intercourse with the wife of another man without the husband's consent, but exempted the woman from criminal liability and gave no remedy to a wife whose husband committed adultery.

ISSUE: Whether Section 497 IPC violates Articles 14, 15, and 21 by treating women as chattel and property of their husbands.

RELEVANT PROVISIONS: Article 14, Article 15(1), Article 21, Section 497 Indian Penal Code, Section 198(2) CrPC.

RATIO DECIDENDI: The 5-Judge Constitution Bench unanimously struck down Section 497 IPC and Section 198(2) CrPC. The court held that Section 497 is manifestly arbitrary under Article 14 because it treats a married woman as the chattel/property of her husband—exempting adultery if the husband consents. It violates Article 15(1) by perpetuating entrenched gender stereotypes regarding female subservience. Furthermore, criminalizing private sexual autonomy in marriage without public harm violates personal dignity and bodily autonomy under Article 21. Adultery may remain a civil ground for divorce, but cannot be a criminal offence.

FINAL HOLDING: Section 497 IPC struck down as unconstitutional and void."
"case_024","landmark_case","Kharak Singh v. State of UP","AIR 1963 SC 1295","Supreme Court of India","6-Judge Constitution Bench (Sinha CJ, Imam, Subba Rao, Shah, Raghubar Dayal, Rajagopala Ayyangar)","1963","Article 21","Article 19(1)(d), UP Police Regulations","History-sheeting, secret picketing, domiciliary visits, early privacy jurisprudence, Justice Subba Rao dissent","https://indiankanoon.org/doc/1359146/","LANDMARK PRINCIPLE: Held midnight domiciliary police visits unconstitutional under Article 21; seminal dissent of Justice Subba Rao that Right to Privacy is an integral part of personal liberty.

FACTS: Kharak Singh was acquitted of dacoity due to lack of evidence, but UP Police opened a history-sheet against him under Chapter XX of the UP Police Regulations, subjecting him to secret surveillance, periodic domiciliary visits at night, and verification of movements.

ISSUE: Whether police surveillance and midnight domiciliary visits violate Article 19(1)(d) (freedom of movement) and Article 21 (personal liberty).

RELEVANT PROVISIONS: Article 19(1)(d), Article 21, Regulation 236 UP Police Regulations.

RATIO DECIDENDI: The majority struck down Regulation 236(b) authorizing midnight domiciliary visits, holding that knocking on a citizen's door at night disrupts rest and psychological peace, violating personal liberty under Article 21. However, the majority held that secret picketing did not violate movement under Article 19(1)(d) and stated that privacy was not a guaranteed constitutional right. In a visionary dissent, Justice K. Subba Rao held that the right to privacy is an integral ingredient of personal liberty under Article 21, arguing that all surveillance without authority of law violates the Constitution.

FINAL HOLDING: Domiciliary visits struck down; Subba Rao's dissent was later vindicated and adopted as unanimous law in Puttaswamy (2017)."
"case_025","landmark_case","M.P. Sharma v. Satish Chandra","AIR 1954 SC 300","Supreme Court of India","8-Judge Constitution Bench (Mahajan CJ, Mukherjee, Das, Bose, Hasan, Bhagwati, Jagannadhadas, Venkatarama Ayyar)","1954","Article 20","Article 19(1)(f), Code of Criminal Procedure","Search and seizure, self-incrimination under Article 20(3), private papers, absence of express Fourth Amendment equivalent","https://indiankanoon.org/doc/1305417/","LANDMARK PRINCIPLE: Early ruling that search and seizure under valid warrants does not violate Article 20(3); noted the absence of an express privacy provision in the Constitution (later overruled in Puttaswamy).

FACTS: In an investigation into Dalmia group companies for misappropriation and fraud, the District Magistrate issued search warrants under Section 96 CrPC, seizing large volumes of private books and documents.

ISSUE: Whether search and seizure of private papers from an accused violates Article 20(3) (protection against self-incrimination) and the right to privacy.

RELEVANT PROVISIONS: Article 20(3), Article 19(1)(f), Section 96 Code of Criminal Procedure 1898.

RATIO DECIDENDI: The 8-Judge Bench held that search and seizure under a warrant is an overriding state power for investigation of crimes and does not equate to testimonial compulsion under Article 20(3). The court remarked that the framers of the Indian Constitution did not include a provision analogous to the Fourth Amendment of the US Constitution protecting against unreasonable searches. This literal observation was used for decades by the State to argue that privacy was not a fundamental right.

FINAL HOLDING: Search and seizure upheld; observations denying privacy were formally overruled by the 9-Judge Bench in Puttaswamy (2017)."
"case_026","landmark_case","ADM Jabalpur v. Shivkant Shukla (Habeas Corpus Case)","(1976) 2 SCC 521","Supreme Court of India","5-Judge Constitution Bench (Ray CJ, Beg, Chandrachud, Bhagwati, H.R. Khanna)","1976","Article 21","Article 359, Article 226, Article 32, MISA 1971","Internal emergency, presidential order under Article 359, suspension of Article 21, locus standi for habeas corpus, Justice H.R. Khanna dissent","https://indiankanoon.org/doc/1715421/","LANDMARK PRINCIPLE: Infamous majority ruling holding that during Emergency under Article 359, no citizen had locus standi to file habeas corpus against illegal detention; historic dissent of Justice H.R. Khanna.

FACTS: Following the declaration of Internal Emergency in June 1975, the President issued an order under Article 359(1) suspending the right to move any court for enforcement of Articles 14, 21, and 22. Thousands of political leaders were detained under MISA without trial.

ISSUE: Whether in view of the Presidential Order under Article 359, a writ petition for habeas corpus under Article 226 was maintainable to challenge illegal, malafide detentions.

RELEVANT PROVISIONS: Article 21, Article 359(1), Article 226, MISA Section 16A.

RATIO DECIDENDI: By a 4-1 majority, the court held that during Emergency, Article 21 was the sole repository of the right to life and liberty; upon its suspension under Article 359, no person had standing to seek judicial relief against deprivation of liberty, even if the detention was unlawful or malafide. Justice H.R. Khanna delivered his immortal dissent: 'Life and personal liberty are not the bounty of the State or the creation of the Constitution. Even in the absence of Article 21, the State has no power to deprive a person of his life or liberty without authority of law. A dissent in a court of last resort is an appeal to the brooding spirit of the law, to the intelligence of a future day.'

FINAL HOLDING: Majority judgment declared bad in law by Parliament via 44th Amendment (making Article 21 non-suspendable) and officially overruled in Puttaswamy (2017)."
"case_027","landmark_case","I.C. Golaknath v. State of Punjab","AIR 1967 SC 1643","Supreme Court of India","11-Judge Constitution Bench (Subba Rao CJ, Wanchoo, Hidayatullah, Shah, Sikri, Bachawat, Ramaswami, Shelat, Bhargava, Mitter, Vaidialingam)","1967","Article 368","Article 13(2), Part III","Constituent power, amendment as 'law' under Article 13(2), transcendental fundamental rights, prospective overruling","https://indiankanoon.org/doc/1218090/","LANDMARK PRINCIPLE: 11-Judge Bench held that Fundamental Rights are transcendental and Parliament had no power under Article 368 to abridge or take away Part III rights; established Doctrine of Prospective Overruling.

FACTS: Henry and William Golaknath challenged the Punjab Security of Land Tenures Act, 1953, and the 17th Constitutional Amendment which placed the Act into the Ninth Schedule, immunizing it from judicial review under Part III.

ISSUE: Whether an amendment to the Constitution made under Article 368 is a 'law' within the meaning of Article 13(2), and whether Parliament can take away Fundamental Rights.

RELEVANT PROVISIONS: Article 13(2), Article 368, 17th Constitutional Amendment.

RATIO DECIDENDI: By a 6-5 majority, Chief Justice K. Subba Rao held that: (1) Article 368 contains merely the procedure for amendment, not plenary constituent power; (2) An amendment to the Constitution is a 'law' under Article 13(2), and any amendment taking away Fundamental Rights is void; (3) Fundamental Rights are given a transcendental position; and (4) Invoking American jurisprudence, the court introduced the Doctrine of Prospective Overruling—holding that past amendments (1st, 4th, 17th) remained valid, but Parliament had no future power to amend Part III.

FINAL HOLDING: Parliament barred from abridging Fundamental Rights (later overruled in Kesavananda Bharati, leading to the Basic Structure doctrine)."
"case_028","landmark_case","Waman Rao v. Union of India","(1981) 2 SCC 362","Supreme Court of India","5-Judge Constitution Bench (Chandrachud CJ, Bhagwati, Krishna Iyer, Tulzapurkar, Sen)","1981","Article 368","Article 31A, Article 31B, Article 31C, Ninth Schedule","Cut-off date for basic structure review, Ninth Schedule immunity, prospective application post-April 24, 1973","https://indiankanoon.org/doc/1857950/","LANDMARK PRINCIPLE: Established April 24, 1973 (date of Kesavananda Bharati) as the constitutional watershed cut-off date for testing Ninth Schedule laws against the Basic Structure Doctrine.

FACTS: The Maharashtra Agricultural Lands (Ceiling on Holdings) Act, 1961 was placed in the Ninth Schedule by the 40th Constitutional Amendment. Petitioners challenged the constitutional validity of Articles 31A, 31B, and 31C as violating the basic structure.

ISSUE: Whether amendments placing enactments in the Ninth Schedule after the Kesavananda Bharati verdict are subject to basic structure review.

RELEVANT PROVISIONS: Article 31A, Article 31B, Article 31C, Article 368, Ninth Schedule.

RATIO DECIDENDI: Chief Justice Y.V. Chandrachud reconciled Ninth Schedule immunity with the Basic Structure doctrine by establishing a definitive temporal boundary: All constitutional amendments and enactments included in the Ninth Schedule PRIOR to April 24, 1973 (the date Kesavananda was delivered) are constitutionally protected and immune from challenge. However, all amendments and laws inserted into the Ninth Schedule ON OR AFTER April 24, 1973 are open to constitutional scrutiny and can be struck down if they violate the basic structure of the Constitution.

FINAL HOLDING: Cut-off date established; prospective applicability of basic structure review to Ninth Schedule affirmed."
"case_029","landmark_case","I.R. Coelho v. State of Tamil Nadu (Ninth Schedule Case)","(2007) 2 SCC 1","Supreme Court of India","9-Judge Constitution Bench (Sabharwal CJ, Lakshmanan, Mathur, Pasayat, Balasubramanyan, Thakker, Sinha, Kapadia, Raveendran)","2007","Article 368","Article 31B, Article 14, Article 19, Article 21, Ninth Schedule","Ninth Schedule judicial review, blanket immunity rejected, 'rights test' vs 'essence of rights test', basic structure touchstone","https://indiankanoon.org/doc/134715/","LANDMARK PRINCIPLE: Unanimously held that laws inserted into the Ninth Schedule post-April 24, 1973 enjoy no blanket immunity and are subject to judicial review against Part III and the Basic Structure.

FACTS: Following conflicting interpretations between Waman Rao and Minerva Mills regarding the extent of judicial scrutiny over laws placed in the Ninth Schedule under Article 31B, the matter was referred to a 9-Judge Constitution Bench.

ISSUE: Can Parliament immunize laws from judicial review by placing them in the Ninth Schedule, and what is the test for constitutional invalidity of Ninth Schedule laws?

RELEVANT PROVISIONS: Article 31B, Article 14, Article 19, Article 21, Article 368, Ninth Schedule.

RATIO DECIDENDI: Chief Justice Y.K. Sabharwal delivered the unanimous 9-judge ruling: There is no blanket immunity for any law inserted into the Ninth Schedule on or after April 24, 1973. While Article 31B protects ordinary statutory violations, if a Ninth Schedule law abrogates fundamental rights that form part of the Basic Structure (Articles 14, 19, and 21), that law is unconstitutional. The court formulated the 'Rights Test' and 'Essence of Rights Test': Any law destroying the golden triangle or rule of law violates the basic structure.

FINAL HOLDING: Ninth Schedule laws post-April 24, 1973 are subject to full judicial review; parliamentary immunity cannot override the Basic Structure."
"case_030","landmark_case","R.C. Cooper v. Union of India (Bank Nationalization Case)","(1970) 1 SCC 248","Supreme Court of India","11-Judge Constitution Bench (Shah, Sikri, Shelat, Grover, Hegde, Ray, Reddy, Palekar, Dua, Vaidialingam, Hidayatullah CJ)","1970","Article 14","Article 19(1)(f), Article 31(2)","Bank nationalization, mutual exclusivity rejected, effect test of legislation, right to compensation, direct and inevitable effect","https://indiankanoon.org/doc/1331149/","LANDMARK PRINCIPLE: Overruled Gopalan's mutual exclusivity doctrine; held that the validity of state action must be tested by its 'effect' on fundamental rights rather than legislative form or subject matter.

FACTS: R.C. Cooper, a shareholder and director of Central Bank of India, challenged the Banking Companies (Acquisition and Transfer of Undertakings) Act, 1969, which nationalized 14 major commercial banks and provided illusory compensation while barring them from general banking.

ISSUE: Whether the Act violated Articles 14, 19(1)(f), and 31(2), and whether fundamental rights are mutually exclusive or interconnected.

RELEVANT PROVISIONS: Article 14, Article 19(1)(f), Article 31(2), Banking Companies Act 1969.

RATIO DECIDENDI: The 11-Judge Bench (10-1) discarded the formalist Gopalan doctrine that fundamental rights are mutually exclusive water-tight compartments. Justice J.C. Shah established the 'Effect Test' (Direct and Inevitable Effect): The constitutional validity of state action is determined not by the object or legislative subject matter, but by its direct operation and inevitable effect on fundamental rights. A law affecting property under Article 31 must also satisfy the test of reasonableness under Article 19(1)(f) and non-arbitrariness under Article 14. Compensation must be an equivalent in money representing genuine value.

FINAL HOLDING: Bank Nationalization Act struck down for discriminatory compensation and unreasonable barriers (paving the way for Maneka Gandhi's Golden Triangle)."
"case_031","landmark_case","State of Madras v. Champakam Dorairajan","AIR 1951 SC 226","Supreme Court of India","7-Judge Constitution Bench (Kania CJ, Fazal Ali, Sastri, Mahajan, Mukherjea, Das, Bose)","1951","Article 15","Article 29(2), Article 46","Communal G.O., reservations in education, Fundamental Rights supremacy over Directive Principles, genesis of First Constitutional Amendment","https://indiankanoon.org/doc/157297/","LANDMARK PRINCIPLE: Held that Fundamental Rights are supreme and cannot be overridden by Directive Principles of State Policy; led directly to the First Constitutional Amendment enacting Article 15(4).

FACTS: The Madras Government issued a 'Communal G.O.' allocating fixed quotas in medical and engineering colleges based strictly on religion, caste, and race. Brahmin candidates denied admission challenged the order under Article 29(2).

ISSUE: Can the State justify caste-based educational quotas under Directive Principle Article 46 when it violates the fundamental right against discrimination under Article 29(2)?

RELEVANT PROVISIONS: Article 15(1), Article 29(2), Article 46.

RATIO DECIDENDI: The 7-Judge Bench held that the Communal G.O. violated Article 29(2) because admission was denied based solely on religion and caste. The court declared that the Directive Principles of State Policy (Part IV) cannot override or abridge Fundamental Rights (Part III); Directive Principles must conform to and run subsidiary to Fundamental Rights. In response to this ruling, Parliament enacted the Constitution (First Amendment) Act, 1951, introducing Article 15(4) to permit special affirmative provisions for backward classes and SC/STs.

FINAL HOLDING: Communal G.O. struck down; foundational milestone for educational reservation jurisprudence."
"case_032","landmark_case","Shankari Prasad v. Union of India","AIR 1951 SC 458","Supreme Court of India","5-Judge Constitution Bench (Kania CJ, Sastri, Mukherjea, Das, Chandrasekhara Aiyar)","1951","Article 368","Article 13(2), 1st Constitutional Amendment","First Amendment validity, constituent power vs ordinary legislative power, power to amend Fundamental Rights","https://indiankanoon.org/doc/594125/","LANDMARK PRINCIPLE: First major constitutional bench ruling on amending power; held that constituent power under Article 368 is distinct from ordinary legislative power and can amend Fundamental Rights.

FACTS: Landlords challenged the validity of the Constitution (First Amendment) Act, 1951, which inserted Articles 31A and 31B (and the Ninth Schedule) to insulate agrarian land reform laws from fundamental rights challenge.

ISSUE: Whether Parliament's power to amend the Constitution under Article 368 is limited by Article 13(2) prohibiting laws abridging Fundamental Rights.

RELEVANT PROVISIONS: Article 13(2), Article 368, 1st Amendment Act 1951.

RATIO DECIDENDI: Chief Justice Patanjali Sastri held that there is a clear demarcation between ordinary legislative power exercised by Parliament and constituent power exercised under Article 368. The word 'law' in Article 13(2) refers to rules and regulations made in the exercise of ordinary legislative power, and does not include an amendment to the Constitution made in exercise of constituent power. Therefore, Parliament can amend any provision of the Constitution, including Part III Fundamental Rights.

FINAL HOLDING: First Constitutional Amendment upheld as valid."
"case_033","landmark_case","Sajjan Singh v. State of Rajasthan","AIR 1965 SC 845","Supreme Court of India","5-Judge Constitution Bench (Gajendragadkar CJ, Wanchoo, Hidayatullah, Shah, Mudholkar)","1965","Article 368","Article 13(2), 17th Constitutional Amendment","Seventeenth Amendment, seeds of Basic Structure, Justice Mudholkar and Justice Hidayatullah dissents","https://indiankanoon.org/doc/134715/","LANDMARK PRINCIPLE: Upheld the 17th Amendment; visionary dissents of Justice Hidayatullah and Justice J.R. Mudholkar planted the conceptual seeds of the Basic Structure Doctrine.

FACTS: Landowners challenged the 17th Amendment Act, 1964, which added several state land acquisition acts to the Ninth Schedule.

ISSUE: Whether the 17th Amendment fell within Article 368 and whether the unanimous ruling in Shankari Prasad should be reconsidered.

RELEVANT PROVISIONS: Article 13(2), Article 368, 17th Amendment.

RATIO DECIDENDI: The majority upheld the 17th Amendment reaffirming Shankari Prasad. However, Justice Hidayatullah expressed grave doubts on whether fundamental rights could be the plaything of a legislative majority. Crucially, Justice J.R. Mudholkar questioned whether Parliament could alter the 'basic features' of the Constitution, drawing from the concept of unamendable provisions in the Pakistani Constitution, noting that every Constitution has certain foundational features that cannot be rewritten.

FINAL HOLDING: 17th Amendment upheld, but seminal judicial doubts led directly to Golaknath (1967) and Kesavananda (1973)."
"case_034","landmark_case","Romesh Thappar v. State of Madras","AIR 1950 SC 124","Supreme Court of India","6-Judge Constitution Bench (Kania CJ, Fazal Ali, Sastri, Mahajan, Mukherjea, Das)","1950","Article 19","Article 32, Section 9(1-A) Madras Maintenance of Public Order Act 1949","Freedom of speech and expression, freedom of the press, circulation of journals, public safety vs public order","https://indiankanoon.org/doc/1218090/","LANDMARK PRINCIPLE: Established that Freedom of the Press is an implicit fundamental right under Article 19(1)(a) and struck down pre-censorship and ban on circulation.

FACTS: The Government of Madras banned the entry and circulation of Romesh Thappar's weekly journal 'Cross Roads' under the Madras Maintenance of Public Order Act, 1949 'for the purpose of securing public safety and maintaining public order'.

ISSUE: Whether freedom of circulation is part of Article 19(1)(a) and whether 'public safety' fell within the permitted restrictions under the unamended Article 19(2).

RELEVANT PROVISIONS: Article 19(1)(a), Article 19(2), Article 32.

RATIO DECIDENDI: Justice Patanjali Sastri held that freedom of speech and expression includes the freedom of propagation of ideas, and that freedom is ensured by the freedom of circulation: 'Without circulation, the publication would be of little value.' The court made a strict distinction between maintaining public order and undermining the security of the State. At that time, Article 19(2) did not contain 'public order' (which was subsequently inserted by the First Amendment). Banning the circulation of a journal violated Article 19(1)(a).

FINAL HOLDING: Ban on circulation quashed; press freedom declared fundamental."
"case_035","landmark_case","Bennett Coleman & Co. v. Union of India","(1972) 2 SCC 788","Supreme Court of India","5-Judge Constitution Bench (Sikri CJ, Ray, Reddy, Palekar, Beg)","1972","Article 19","Article 14, Import Control Act 1947","Freedom of the press, newsprint allocation policy, page-limit restriction, direct and inevitable effect, commercial liberty","https://indiankanoon.org/doc/1712542/","LANDMARK PRINCIPLE: Struck down government newsprint restrictions that capped newspaper page numbers, reaffirming that press freedom cannot be strangulated through administrative rationing.

FACTS: The Union Government formulated the Newsprint Control Order and Newsprint Allocation Policy for 1972-73, imposing a rigid 10-page ceiling on major daily newspapers and prohibiting inter-changeability of newsprint among editions.

ISSUE: Whether newsprint page ceilings and quota controls violate freedom of the press under Article 19(1)(a) and equality under Article 14.

RELEVANT PROVISIONS: Article 19(1)(a), Article 19(2), Article 14.

RATIO DECIDENDI: The Supreme Court applied the R.C. Cooper 'direct and inevitable effect' test. While the government may legitimately regulate the import and distribution of scarce commodities like newsprint, it cannot use quota regulations as a subterranean mechanism to dictate the volume, size, and circulation of newspapers. Capping pages directly reduced editorial space and advertisement revenue, curtailing circulation and crippling freedom of expression under Article 19(1)(a).

FINAL HOLDING: 10-page limit and restrictive allocation policies struck down as unconstitutional."
"case_036","landmark_case","Anuradha Bhasin v. Union of India","(2020) 3 SCC 637","Supreme Court of India","3-Judge Bench (Ramana, Reddy, Gavai)","2020","Article 19","Article 21, Section 144 CrPC, Telecom Suspension Rules 2017","Internet shutdown in Jammu & Kashmir, freedom of speech and trade over internet, proportionality test, publication of suspension orders","https://indiankanoon.org/doc/1454522/","LANDMARK PRINCIPLE: Declared that freedom of speech and expression and freedom of trade/business over the internet are fundamental rights under Article 19(1)(a) and 19(1)(g); indefinite internet shutdowns are illegal.

FACTS: Following the abrogation of Article 370 in August 2019, the government imposed sweeping communications blackouts, internet shutdowns, and Section 144 movement restrictions across Jammu & Kashmir. Executive Editor of Kashmir Times, Anuradha Bhasin, challenged the indefinite lockdown.

ISSUE: Whether access to the internet is protected under Article 19, whether indefinite internet suspensions are constitutionally permissible, and whether orders must be published.

RELEVANT PROVISIONS: Article 19(1)(a), Article 19(1)(g), Article 19(2), Section 144 CrPC, Telecom Suspension Rules.

RATIO DECIDENDI: The Supreme Court held that: (1) Freedom of speech and expression and the right to practice any profession or business over the medium of the internet are constitutionally protected under Article 19(1)(a) and Article 19(1)(g); (2) An indefinite suspension of internet services is impermissible and violates the doctrine of proportionality; (3) Suspension orders must satisfy the strict proportionality test (legitimate aim, suitability, necessity, least restrictive measure); (4) State must publish all suspension orders to enable judicial review; and (5) Section 144 CrPC cannot be used as a tool to suppress legitimate expression of democratic grievances.

FINAL HOLDING: Indefinite internet bans declared unconstitutional; periodic review mandated."
"case_037","landmark_case","Aruna Ramchandra Shanbaug v. Union of India","(2011) 4 SCC 454","Supreme Court of India","2-Judge Bench (Katju, Mishra)","2011","Article 21","Article 32, Section 309 IPC","Passive euthanasia guidelines, permanent vegetative state, brain-dead patient, withdrawal of life support, parens patriae","https://indiankanoon.org/doc/1715421/","LANDMARK PRINCIPLE: Laid down landmark guidelines legalizing passive euthanasia in India subject to High Court approval under parens patriae jurisdiction.

FACTS: Aruna Shanbaug, a nurse at KEM Hospital Mumbai, was brutally assaulted and suffocated with a dog chain in 1973, leaving her in a permanent vegetative state (PVS) for 37 years. Activist Pinki Virani filed a writ petition seeking directions to stop feeding and allow her to die peacefully.

ISSUE: Whether passive euthanasia (withdrawing life support/nutrition) should be permitted for a patient in a permanent vegetative state under Article 21.

RELEVANT PROVISIONS: Article 21, Section 309 IPC.

RATIO DECIDENDI: The Supreme Court clarified the distinction between active euthanasia (administering a lethal injection, which remains illegal murder) and passive euthanasia (withdrawing artificial life-sustaining mechanisms to allow nature to take its course). The court held that passive euthanasia is legally permissible under strict judicial oversight. Until Parliament enacts a statute, any decision to withdraw life support requires: (1) Approval of parents/spouse or close medical attendants; (2) Opinion of a board of 3 medical experts; and (3) Mandatory approval by a Division Bench of the High Court under Article 226.

FINAL HOLDING: Passive euthanasia recognized; on facts, permission denied because hospital staff wished to care for Aruna."
"case_038","landmark_case","S.P. Gupta v. Union of India (First Judges Case)","AIR 1982 SC 149","Supreme Court of India","7-Judge Constitution Bench (Bhagwati, Gupta, Fazal Ali, Tulzapurkar, Desai, Pathak, Venkataramiah)","1981","Article 124","Article 217, Article 32, Article 226","Judicial appointments, executive primacy, consultation vs concurrence, locus standi liberalization, Public Interest Litigation (PIL)","https://indiankanoon.org/doc/1331149/","LANDMARK PRINCIPLE: Held that 'consultation' in judicial appointments does not mean 'concurrence' (granting executive primacy); revolutionized PIL by dramatically liberalizing locus standi.

FACTS: Petitions challenged the mass transfer of High Court judges and non-appointment of additional judges during the post-Emergency era.

ISSUE: Scope of 'consultation' with Chief Justice of India under Articles 124(2) and 217(1), and whether practicing lawyers have standing to challenge judicial appointments.

RELEVANT PROVISIONS: Article 124(2), Article 217(1), Article 32, Article 226.

RATIO DECIDENDI: The 7-Judge Bench delivered two monumental rulings: (1) On judicial appointments, the majority held that 'consultation' does not mean 'concurrence'. The President (Executive) is not bound by the opinion of the CJI, giving the central government ultimate primacy in judicial appointments (later overruled in the Second Judges case); (2) On access to justice, Justice P.N. Bhagwati revolutionized Indian jurisprudence by dismantling traditional strict locus standi rules. Any public-spirited individual or NGO can invoke Article 32 or 226 to seek redress for legal wrongs suffered by impoverished or oppressed classes who cannot access court.

FINAL HOLDING: Executive primacy upheld in appointments (overruled in 1993); Public Interest Litigation (PIL) permanently institutionalized."
"case_039","landmark_case","Supreme Court Advocates-on-Record Association v. Union of India (Second Judges Case)","(1993) 4 SCC 441","Supreme Court of India","9-Judge Constitution Bench (Sharma CJ, Pandian, Ahmadi, Kuldip Singh, Verma, Dayal, Reddy, Ray, Sen)","1993","Article 124","Article 217, Article 222, Judicial Independence","Collegium system establishment, consultation means concurrence, CJI primacy, independence of judiciary as basic structure","https://indiankanoon.org/doc/1574488/","LANDMARK PRINCIPLE: Overruled S.P. Gupta; established the Collegium System and ruled that 'consultation' means 'concurrence' of the Chief Justice of India and senior colleagues.

FACTS: SC Advocates-on-Record Association filed a writ petition seeking reconsideration of S.P. Gupta to insulate the higher judiciary from executive interference and filling vacancies.

ISSUE: Does executive primacy in judicial appointments compromise judicial independence, and should 'consultation' under Article 124(2) mean 'concurrence'?

RELEVANT PROVISIONS: Article 124(2), Article 217(1), Basic Structure.

RATIO DECIDENDI: By a 7-2 majority, the 9-Judge Bench overruled the First Judges Case. Justice J.S. Verma held that the independence of the judiciary is an integral component of the Basic Structure. To protect this independence, the opinion of the Chief Justice of India must be given primacy in appointments and transfers of judges. 'Consultation' effectively implies concurrence. However, the CJI cannot act individually; the CJI must form an institutional consensus after consulting a collegium of the two senior-most Supreme Court judges (later expanded to four in the Third Judges Case 1998 Advisory Opinion).

FINAL HOLDING: Collegium system established; executive primacy in judicial appointments extinguished."
"case_040","landmark_case","Supreme Court Advocates-on-Record Association v. Union of India (NJAC / Fourth Judges Case)","(2016) 5 SCC 1","Supreme Court of India","5-Judge Constitution Bench (Khehar, Chelameswar, Lokur, Kurian Joseph, Goel)","2015","Article 124A","Article 124, Article 217, Article 368, 99th Constitutional Amendment","National Judicial Appointments Commission (NJAC), 99th Constitutional Amendment, independence of judiciary as basic structure, collegium restored","https://indiankanoon.org/doc/1506509/","LANDMARK PRINCIPLE: Struck down the 99th Constitutional Amendment and NJAC Act, holding that judicial primacy in appointments is an indispensable part of the Basic Structure.

FACTS: Parliament enacted the Constitution (Ninety-Ninth Amendment) Act, 2014, and the National Judicial Appointments Commission (NJAC) Act, replacing the Collegium system with a 6-member commission comprising the CJI, two senior SC judges, Union Law Minister, and two eminent persons.

ISSUE: Whether the 99th Amendment and the NJAC Act violate the Basic Structure by eroding the independence of the judiciary and separation of powers.

RELEVANT PROVISIONS: Article 124(2), Article 124A, 124B, 124C, Article 368, 99th Amendment Act.

RATIO DECIDENDI: By a 4-1 majority, the Constitution Bench struck down both the 99th Amendment and the NJAC Act as unconstitutional. The court held that judicial independence is a non-negotiable basic feature of the Constitution. Giving the Executive (Law Minister) and two 'eminent persons' a veto over judicial appointments violates the separation of powers and poses a fatal hazard to judicial independence. Judicial primacy in appointments cannot be compromised.

FINAL HOLDING: 99th Amendment struck down; Collegium system fully restored."
"case_041","landmark_case","L. Chandra Kumar v. Union of India","(1997) 3 SCC 261","Supreme Court of India","7-Judge Constitution Bench (Verma CJ, Ramaswamy, Anand, Bharucha, Majmudar, Sujata Manohar, Kirpal)","1997","Article 32","Article 226, Article 227, Article 323A, Article 323B","Administrative tribunals, exclusion of High Court writ jurisdiction, judicial review as basic structure, CAT orders subject to High Court Division Bench","https://indiankanoon.org/doc/981147/","LANDMARK PRINCIPLE: Ruled that judicial review under Articles 226/227 and 32 is an unalterable Basic Feature; struck down statutory exclusion of High Court jurisdiction over tribunals.

FACTS: Section 28 of the Administrative Tribunals Act, 1985 and Article 323A(2)(d) excluded the jurisdiction of all courts, including High Courts under Articles 226/227, over service matters decided by the Central Administrative Tribunal (CAT).

ISSUE: Can Parliament or State Legislatures exclude the writ jurisdiction of High Courts and the Supreme Court by creating statutory tribunals?

RELEVANT PROVISIONS: Article 32, Article 226, Article 227, Article 323A, Article 323B.

RATIO DECIDENDI: The 7-Judge Constitution Bench unanimously held that the power of judicial review vested in the High Courts under Articles 226/227 and the Supreme Court under Article 32 is an integral and untransferable part of the Basic Structure. Clause 2(d) of Article 323A and Clause 3(d) of Article 323B excluding High Court jurisdiction are unconstitutional. Administrative Tribunals can act as supplemental courts of first instance, but all their decisions are subject to the supervisory writ jurisdiction of a Division Bench of the High Court under Article 226/227.

FINAL HOLDING: Statutory exclusion of High Court review declared void; judicial review firmly secured as part of the Basic Structure."
